Sonar_1,Sonar_2,Sonar_3,Sonar_4,Sonar_5,Sonar_6,Sonar_7,Sonar_8,Sonar_9,Sonar_10,Sonar_11,Sonar_12,Sonar_13,Sonar_14,Sonar_15,Sonar_16,Sonar_17,Sonar_18,Sonar_19,Sonar_20,Sonar_21,Sonar_22,Sonar_23,Sonar_24,Sonar_25,Sonar_26,Sonar_27,Sonar_28,Sonar_29,Sonar_30,Sonar_31,Sonar_32,Sonar_33,Sonar_34,Sonar_35,Sonar_36,Sonar_37,Sonar_38,Sonar_39,Sonar_40,Sonar_41,Sonar_42,Sonar_43,Sonar_44,Sonar_45,Sonar_46,Sonar_47,Sonar_48,Sonar_49,Sonar_50,Sonar_51,Sonar_52,Sonar_53,Sonar_54,Sonar_55,Sonar_56,Sonar_57,Sonar_58,Sonar_59,Sonar_60,Label,Radar_Signal,Infrared,Speed,Threat
0.850616058,0.561222788,0.523390911,0.114768872,0.860139693,0.722814303,0.067668362,0.707835097,0.543538217,0.081725346,0.458300642,0.484696287,0.16577454,0.945698147,0.849975371,0.669022337,0.462295561,0.411765542,0.650973467,0.545431869,0.062273106,0.512502649,0.806403617,0.459239878,0.051956578,0.786278199,0.201363782,0.258620835,0.164706353,0.330215065,0.756751506,0.51938586,0.204881274,0.877830078,0.879581855,0.870578425,0.238796211,0.451239344,0.984989656,0.772012476,0.027167421,0.065204591,0.463931377,0.909220206,0.538701798,0.497812508,0.1054737,0.656780105,0.822103161,0.380420008,0.775611851,0.964476654,0.203766459,0.523329631,0.287137958,0.792854419,0.577593366,0.634582418,0.79791416,0.395970473,R,15.56761255,0.764563718,2.118096598,0
0.915090068,0.533028867,0.157954823,0.695899118,0.79326135,0.316761677,0.857179257,0.906143255,0.276904487,0.983521473,0.140711528,0.202015668,0.184224839,0.89398971,0.654292552,0.152104283,0.440323418,0.615298025,0.083464085,0.882416368,0.803603535,0.505206774,0.967126615,0.417760979,0.984110319,0.667919999,0.634671273,0.165954895,0.881927758,0.427489688,0.162233406,0.01260752,0.559755684,0.527399622,0.719353622,0.890258053,0.079406585,0.73149649,0.187411944,0.858177053,0.819063514,0.540793755,0.710242799,0.314350113,0.471167899,0.821636898,0.459265197,0.357798265,0.494212447,0.828249252,0.335208047,0.173761593,0.71201402,0.825978213,0.100637479,0.239874113,0.14197199,0.347941412,0.450350979,0.748826337,M,63.04217482,0.023502423,33.69722245,1
0.651147585,0.620928567,0.352374947,0.841447553,0.471287167,0.979104938,0.634142138,0.126264742,0.676177562,0.325104015,0.686327197,0.069641148,0.174881437,0.855737259,0.227179557,0.837041125,0.279276088,0.64288191,0.694150574,0.512654753,0.305310677,0.212644376,0.033189355,0.303946401,0.653162791,0.938304818,0.871204482,0.766064777,0.788447343,0.664984903,0.260286858,0.907195031,0.670732312,0.560440631,0.110989469,0.447055544,0.460358271,0.86456361,0.54664822,0.380400549,0.976800329,0.110720593,0.422548428,0.042024675,0.739904121,0.918076552,0.28003733,0.858341677,0.29221823,0.910770162,0.753961904,0.804906777,0.018006556,0.962810357,0.726670992,0.304751095,0.829394665,0.281521198,0.87275384,0.11258039,M,73.54140255,0.375497241,26.86674124,1
0.703685977,0.540698477,0.09653447,0.241893828,0.012404036,0.468767965,0.301265261,0.598357484,0.297237808,0.299919112,0.743193199,0.048142836,0.902894995,0.852263874,0.667804683,0.59322157,0.892302498,0.18533018,0.078969162,0.23951017,0.794578279,0.034670267,0.582806835,0.995437516,0.855696094,0.521445689,0.063640909,0.831373514,0.598978508,0.114932997,0.093857285,0.909626819,0.669200263,0.829286799,0.8789789,0.571772352,0.517446352,0.43042741,0.316946588,0.434595961,0.773879656,0.601923431,0.89252329,0.443380014,0.607089579,0.631307553,0.591697162,0.702633773,0.237433468,0.512363778,0.104224803,0.384511328,0.487667069,0.65222426,0.950531053,0.600651067,0.743593916,0.506266059,0.634104031,0.070932216,R,85.96439106,0.110748508,22.20721011,0
0.254391581,0.361853093,0.472493355,0.045648746,0.140024098,0.276814308,0.971532691,0.331347007,0.482041058,0.196097713,0.610780071,0.280683216,0.206992578,0.516572628,0.005505799,0.007664033,0.219068809,0.036721363,0.108025754,0.338860649,0.80258568,0.572048643,0.512667726,0.293488823,0.931753719,0.397015041,0.087092767,0.617066516,0.113838393,0.345223143,0.507411939,0.874222525,0.49354658,0.702258766,0.992816839,0.13148912,0.274731526,0.394576076,0.421828179,0.411021075,0.907611003,0.714032644,0.607905214,0.309372718,0.823790384,0.955060511,0.821198283,0.001565105,0.63640137,0.051135381,0.25760722,0.0595247,0.603795453,0.686589913,0.114487638,0.383838883,0.456236509,0.369053022,0.121025,0.41894779,M,94.06365508,0.352475442,31.72199706,1
0.751178048,0.071007665,0.080180014,0.354771292,0.941725712,0.668572647,0.678669957,0.361919991,0.593660791,0.010131184,0.636096046,0.913286948,0.612573468,0.873698593,0.723973055,0.120558416,0.902453307,0.066443844,0.533967473,0.142137124,0.011706611,0.42203426,0.295040708,0.486000494,0.577199887,0.043739072,0.123003295,0.558642396,0.343167353,0.729173488,0.652291649,0.845604363,0.692492827,0.429931077,0.672966622,0.275381174,0.306313499,0.78898516,0.446419516,0.798380341,0.822422374,0.857562338,0.916635236,0.430985221,0.318866818,0.582198747,0.371172423,0.601074167,0.705585863,0.688405018,0.374552887,0.166860202,0.430529338,0.142594144,0.890097035,0.345877461,0.154459747,0.02544776,0.645822386,0.636902317,R,20.17045574,0.17353692,41.38397036,0
0.340604167,0.071711889,0.409628895,0.311217495,0.67712064,0.605779249,0.364593728,0.217892554,0.988035966,0.454001621,0.688274236,0.140552968,0.4855897,0.02753672,0.505455118,0.964017407,0.384206713,0.038996013,0.030955791,0.38798676,0.160024936,0.023352096,0.756213614,0.458523009,0.289244772,0.900083183,0.11613896,0.955918829,0.313966717,0.888403672,0.602942876,0.82670736,0.984013163,0.288405438,0.961135485,0.389481895,0.385511905,0.340387104,0.541407607,0.154145043,0.553711485,0.541704812,0.761901813,0.833649962,0.44044135,0.302333249,0.259334897,0.194623837,0.057647582,0.342447979,0.270247692,0.966417386,0.557708826,0.347277039,0.580467601,0.139196701,0.444043749,0.626234321,0.488897832,0.401778801,R,30.97724847,0.37330499,21.38464546,0
0.993848389,0.880314762,0.623405958,0.569377361,0.62066048,0.201312108,0.395137743,0.039459533,0.475546037,0.543024584,0.227749736,0.964028847,0.909454611,0.722143235,0.533386629,0.86996916,0.130652344,0.790509794,0.124820814,0.794210663,0.275767568,0.877090581,0.944042094,0.148795969,0.462675605,0.980987378,0.483407436,0.863547523,0.588731522,0.375329908,0.285783556,0.203223091,0.761798191,0.386540507,0.511275462,0.49232548,0.577279029,0.865577146,0.980739344,0.407584209,0.827518922,0.764527795,0.573528951,0.956047144,0.200474516,0.10926421,0.853961967,0.439149817,0.846968854,0.893090205,0.062457594,0.883464763,0.448319055,0.510432489,0.626592511,0.926382607,0.019116094,0.476843468,0.687722042,0.722706958,M,24.03228807,0.417522806,32.05597325,1
0.692532432,0.134435129,0.299395588,0.358715525,0.804437208,0.278759872,0.210704964,0.957448019,0.008863285,0.997820856,0.676821299,0.828469299,0.294619396,0.014315278,0.737869519,0.834144597,0.740476132,0.142850287,0.753427922,0.768922782,0.658540516,0.766115933,0.84592144,0.613604114,0.088604714,0.48762781,0.077649335,0.407543031,0.407106489,0.066009844,0.348820534,0.110998099,0.80823521,0.947688026,0.072316475,0.955115207,0.522576599,0.299565678,0.076862075,0.500624268,0.794515544,0.707086477,0.050226011,0.072901835,0.402873283,0.295290494,0.232384323,0.281004499,0.803482743,0.929228054,0.405102695,0.906111002,0.321495701,0.476436986,0.226028998,0.640476042,0.978981115,0.603493096,0.357814084,0.647817446,R,35.87615675,0.300591123,47.67861119,0
0.122920678,0.88865908,0.503083951,0.449349742,0.585864788,0.624783863,0.071775806,0.682617221,0.24193168,0.713952633,0.822534794,0.803958508,0.552500967,0.520169892,0.142875961,0.77534615,0.27140938,0.496695423,0.284274093,0.133828363,0.629557697,0.054332035,0.748645234,0.317586795,0.000134693,0.511129139,0.046851909,0.276169558,0.706976487,0.062689622,0.839338492,0.003819923,0.246823869,0.740904056,0.31627015,0.101892388,0.360233919,0.270393286,0.842711902,0.313347918,0.788932472,0.891872145,0.43381742,0.909943144,0.377318054,0.964078416,0.089289525,0.687019267,0.49381404,0.387648805,0.632711879,0.703857092,0.00436327,0.166953089,0.713046051,0.666385414,0.966047505,0.76103779,0.950772708,0.702540502,M,91.46651074,0.656621949,41.98122479,1
0.298052209,0.105364922,0.781823863,0.644149221,0.048186012,0.360050466,0.956799815,0.500401146,0.432729136,0.457699605,0.208882724,0.368707171,0.369813256,0.05235502,0.767567629,0.416504432,0.822179887,0.850348001,0.211994055,0.657353482,0.472281804,0.880156738,0.215740679,0.6778132,0.607752122,0.295301478,0.136600904,0.65163976,0.738597458,0.315627344,0.644832604,0.395130908,0.713206883,0.199215275,0.890215003,0.287409596,0.367785988,0.058091952,0.111512212,0.515861903,0.267592677,0.835480226,0.014693389,0.379094049,0.337345547,0.019327631,0.124368399,0.413642675,0.492864584,0.404289747,0.530937678,0.595131675,0.009923821,0.464095159,0.963499241,0.51903228,0.677542267,0.311863858,0.773991378,0.772921482,M,57.51125669,0.918852051,21.30004053,1
0.521296048,0.976013823,0.125550215,0.016947665,0.770158212,0.807155537,0.120207229,0.265582833,0.017552363,0.293308611,0.773141874,0.517960528,0.348095593,0.371739295,0.001353626,0.299800528,0.646458742,0.974194444,0.847060827,0.023594965,0.898560605,0.783198413,0.780376124,0.457995759,0.398005293,0.302915729,0.065694859,0.228235363,0.246603635,0.48407707,0.747444407,0.473809828,0.057844449,0.957789801,0.942724319,0.785189543,0.991327902,0.544482333,0.96276835,0.075605041,0.365680748,0.225381268,0.195833084,0.140802949,0.622413642,0.781321856,0.578298399,0.14696271,0.81112377,0.635954707,0.388165706,0.674130296,0.259904979,0.345192208,0.917485843,0.290504506,0.469988268,0.890141137,0.70772135,0.062203226,R,73.81918973,0.400595374,32.23584189,0
0.147303044,0.007841591,0.63092179,0.447673425,0.134274851,0.957934121,0.529659724,0.241893294,0.500603571,0.679620333,0.076239218,0.274703815,0.806965491,0.45966487,0.546577142,0.432816002,0.043899943,0.16574978,0.445541639,0.209185465,0.049979029,0.843649664,0.981192529,0.793142874,0.853784922,0.24197713,0.960626976,0.196925704,0.95142981,0.994819294,0.711722806,0.981143732,0.56953978,0.259541783,0.436995886,0.593560935,0.073081562,0.622343265,0.981177837,0.19010765,0.792595116,0.907898794,0.943701593,0.960135604,0.521459639,0.977307908,0.757310207,0.161671436,0.476900106,0.718331175,0.247340316,0.640615184,0.666600479,0.162699744,0.565085312,0.771626911,0.498895665,0.012103117,0.009038469,0.357029344,R,49.01192361,0.192343156,8.853546096,0
0.926194068,0.22867678,0.634363689,0.222075871,0.32166999,0.84804209,0.728861442,0.095399277,0.428702021,0.029169764,0.480890147,0.662434012,0.118502624,0.288884939,0.397836626,0.919531025,0.993255015,0.044911299,0.761007923,0.371724066,0.392458186,0.754264973,0.918426432,0.950928595,0.577122586,0.357121159,0.787549086,0.251001383,0.564074029,0.358578462,0.656631074,0.240398913,0.191592946,0.918239087,0.101803683,0.505957908,0.220852783,0.038929963,0.036018818,0.175221772,0.866770355,0.282478744,0.950459171,0.581622293,0.43661419,0.580088835,0.516698385,0.758776254,0.282496066,0.353050392,0.894094303,0.946456513,0.892558227,0.419447994,0.780365503,0.476335733,0.497539852,0.204680109,0.591130303,0.186135898,M,2.885791334,0.270722758,28.02610924,1
0.331564699,0.855030202,0.207075809,0.071158285,0.069007593,0.940784521,0.506920438,0.409412072,0.810878581,0.835825928,0.332191033,0.693618057,0.771122816,0.654650687,0.151595075,0.875883084,0.539094553,0.282472426,0.425228185,0.03757109,0.127866801,0.765546751,1.16E-05,0.416565828,0.522510181,0.05463442,0.973078163,0.226125331,0.30419872,0.303942512,0.230416662,0.001473822,0.729344794,0.9668455,0.224293483,0.663047192,0.741896327,0.848425379,0.422629197,0.302930906,0.325295134,0.712621333,0.816779467,0.181613968,0.370941008,0.901940197,0.80669352,0.984858403,0.75424826,0.393195201,0.590637834,0.661014254,0.078455816,0.544496959,0.709320828,0.167321304,0.780631717,0.583772781,0.952221786,0.042422298,M,6.4195486,0.854000823,49.06641456,1
0.265326138,0.601553879,0.296559912,0.714424164,0.759005283,0.102515964,0.513854464,0.508890556,0.36928077,0.932924863,0.82750632,0.697209382,0.714326636,0.461716144,0.920994521,0.694595427,0.728981062,0.861690904,0.274071589,0.807070904,0.195240603,0.345341952,0.335610454,0.978525468,0.856537224,0.701169862,0.727056762,0.562072794,0.947090667,0.496258753,0.38051771,0.163035337,0.786205652,0.734443932,0.384355039,0.025193414,0.838997328,0.011417983,0.70369978,0.97025711,0.437661328,0.234973405,0.70487101,0.817128142,0.546430316,0.967035275,0.051668722,0.504795598,0.718453947,0.862640471,0.179255612,0.800003482,0.552707076,0.396553682,0.131715029,0.865295759,0.157273208,0.309787859,0.290045532,0.871414034,M,53.79230313,0.571639723,25.91575576,1
0.672702994,0.796681397,0.250467899,0.6248741,0.571745983,0.832830377,0.90608706,0.012156771,0.674019919,0.051835799,0.548858665,0.287632729,0.3067766,0.352958503,0.621292449,0.334049966,0.732699051,0.404527386,0.0683532,0.783759842,0.285758325,0.43276688,0.685443883,0.332456157,0.056585656,0.373921047,0.944448583,0.641734397,0.671479149,0.632282154,0.198992139,0.418333864,0.750939798,0.101372898,0.277852776,0.276319108,0.432018928,0.980368741,0.067502547,0.518700994,0.179364682,0.970676545,0.113303505,0.403601002,0.737884985,0.704554428,0.422728637,0.346524168,0.397612379,0.264276263,0.205332939,0.483039698,0.268533756,0.287461665,0.656756063,0.968537332,0.603637201,0.076979467,0.075583614,0.951423221,R,71.87890348,0.455011032,46.38191496,0
0.29729079,0.092066986,0.599044587,0.623648778,0.64850482,0.267402028,0.015110684,0.965015369,0.250893046,0.676026288,0.70662987,0.610007417,0.312907394,0.271096254,0.597668283,0.866095634,0.946733729,0.105905804,0.154828613,0.944736259,0.736535228,0.882993825,0.202632634,0.587585871,0.701139594,0.680111885,0.408151691,0.015394892,0.582926057,0.253101539,0.450254246,0.957581015,0.399035318,0.839801607,0.188540606,0.672460498,0.977006954,0.101893101,0.008319942,0.433582793,0.092625483,0.74838435,0.914548664,0.434020973,0.258711642,0.434403319,0.723447818,0.009054162,0.589453989,0.613291685,0.637688247,0.24202208,0.714052723,0.091391486,0.199270336,0.877470047,0.738723151,0.013745554,0.24837626,0.214406483,M,21.53305275,0.149636722,20.36674603,1
0.270806328,0.24755977,0.062526296,0.458940517,0.732733475,0.606731725,0.672871669,0.081149179,0.95149071,0.838491834,0.805090318,0.822983805,0.932710508,0.544253966,0.200282018,0.616783608,0.742881494,0.737917393,0.521449024,0.068458719,0.371112938,0.920766608,0.58444891,0.538331943,0.268853514,0.36844892,0.895346089,0.666463048,0.787387027,0.454345423,0.630247219,0.248383609,0.70546083,0.427601334,0.442545515,0.649322325,0.936280621,0.064006347,0.824743237,0.29238311,0.443919455,0.021913329,0.301046078,0.502631243,0.056176077,0.491095729,0.927110629,0.105393218,0.764440728,0.409671053,0.655173715,0.260236598,0.159492263,0.160462614,0.070491946,0.185646705,0.664219385,0.881690612,0.814125686,0.68513431,R,72.1909574,0.449727308,49.94224136,0
0.110431863,0.289187446,0.309806875,0.249956946,0.51500566,0.535553815,0.356885975,0.353789159,0.828555598,0.789292848,0.307795832,0.913788444,0.952815017,0.326742542,0.354424949,0.505634153,0.941120813,0.876319433,0.102567963,0.392730743,0.55337119,0.503132473,0.193863068,0.858816771,0.676940783,0.837908375,0.858764279,0.748355854,0.439210601,0.610546755,0.160365406,0.673645417,0.179253256,0.693949591,0.229598161,0.1175513,0.16528449,0.001992135,0.718739618,0.732401049,0.51493335,0.161362801,0.083554338,0.019128966,0.165748177,0.890855535,0.241536842,0.354271327,0.105345484,0.222361305,0.519224571,0.607752683,0.245352314,0.057732159,0.391032869,0.234203371,0.219553923,0.959862803,0.616300486,0.556878443,R,81.06657735,0.278492003,28.96100176,0
0.415775104,0.428944333,0.540905004,0.696429807,0.702146096,0.171693908,0.500112752,0.411958095,0.870526966,0.631418921,0.532504066,0.115394642,0.605637889,0.117203906,0.337206576,0.142841965,0.692073647,0.206252114,0.391859373,0.895674778,0.204316383,0.507805064,0.419271661,0.018124041,0.792758114,0.069045906,0.474255021,0.560678295,0.628426457,0.688631629,0.253272384,0.009978777,0.723443662,0.535656599,0.836117703,0.821388363,0.843326168,0.48509466,0.333628396,0.791558203,0.451294113,0.183442196,0.85497402,0.882559877,0.466309756,0.075699727,0.38782609,0.803537659,0.901774029,0.203472742,0.066973612,0.877350453,0.389404939,0.541760964,0.968065812,0.066564728,0.648318007,0.074105423,0.375468928,0.803814545,R,41.18974784,0.943163128,2.113449712,0
0.433472233,0.997182354,0.559059285,0.321162153,0.220111326,0.350520534,0.372533274,0.068713678,0.369574199,0.46423852,0.722737752,0.656729485,0.708765655,0.008363682,0.2176674,0.661684288,0.483989368,0.005313476,0.804494642,0.772809573,0.548419163,0.066463326,0.76651505,0.583713588,0.781959977,0.751746992,0.803002072,0.518008066,0.140324518,0.671157473,0.620473785,0.742253187,0.169881006,0.1949752,0.890409517,0.749977798,0.908228489,0.758715321,0.597155306,0.654132737,0.889127924,0.578806755,0.632391324,0.156476716,0.47392122,0.716397112,0.270942698,0.202254181,0.313826808,0.241500628,0.214912637,0.424850843,0.907838514,0.507059647,0.187920381,0.076971669,0.696156145,0.382798764,0.821830947,0.659510769,M,74.64192328,0.884070109,29.33773983,1
0.796241451,0.271946039,0.692358922,0.264061985,0.939068479,0.636374282,0.3245118,0.269511862,0.190926585,0.694640959,0.218715613,0.595303266,0.264635027,0.661968945,0.814939729,0.778025243,0.760851331,0.187722406,0.088384947,0.698948828,0.368347214,0.432346226,0.031149093,0.259576449,0.033676404,0.879185773,0.243396683,0.55733717,0.038979321,0.666847391,0.323027346,0.897919187,0.888118189,0.325290618,0.900960896,0.996157673,0.825415664,0.844871348,0.249008736,0.576702399,0.067255914,0.094917937,0.998892612,0.326639249,0.748183912,0.806665053,0.858023271,0.997628297,0.241496485,0.040350827,0.411191518,0.13008067,0.022425889,0.360426827,0.783738251,0.566180691,0.312777989,0.654342005,0.23201818,0.014381446,R,40.40299503,0.083902542,13.72863478,0
0.764353386,0.623743085,0.762302625,0.038938017,0.837119628,0.6195262,0.563395351,0.624614048,0.864433247,0.586936507,0.58095038,0.990679157,0.756730167,0.442293805,0.707397,0.389230472,0.228875462,0.596851877,0.928182098,0.92913952,0.341905278,0.527677466,0.211635899,0.995631109,0.981117908,0.64950893,0.80441406,0.715100161,0.593158219,0.053347997,0.454764343,0.674786302,0.677531614,0.373122618,0.941691987,0.167357032,0.500359446,0.690883977,0.697135806,0.648638957,0.275288213,0.156206569,0.635940327,0.599302116,0.17935601,0.705139146,0.455171992,0.667760592,0.83736708,0.169728429,0.019144868,0.779102586,0.609697425,0.69963957,0.838154975,0.802810935,0.960920147,0.535935079,0.488495633,0.4018872,M,67.83506295,0.516653489,1.624066102,1
0.153691043,0.572607233,0.277012524,0.921307512,0.583190804,0.592840181,0.354924661,0.051989352,0.031743765,0.423335144,0.084565378,0.606846956,0.880973006,0.882914817,0.65904541,0.211231831,0.862996831,0.886093435,0.196653585,0.737426086,0.286519549,0.802640312,0.9972379,0.030026005,0.897365866,0.622630534,0.973382619,0.465009518,0.847387931,0.062394069,0.33527905,0.067016538,0.975343133,0.816973907,0.852547421,0.937965231,0.085103486,0.385597593,0.071034889,0.210793102,0.229365777,0.469107211,0.268562167,0.100978107,0.167491089,0.147275564,0.973076798,0.759292507,0.967761465,0.439740487,0.278368482,0.798293197,0.326253918,0.299383374,0.232505992,0.129678978,0.256463061,0.355319748,0.673994208,0.062564842,R,76.39970493,0.225058346,41.04266523,0
0.21050694,0.80902364,0.146921924,0.342645147,0.864658922,0.154925311,0.082736836,0.484537995,0.302419511,0.563408364,0.80380489,0.137148488,0.580699085,0.50550876,0.144078786,0.623998486,0.273640418,0.487834319,0.082272324,0.459584057,0.306463468,0.822381211,0.056978727,0.418607275,0.458431424,0.725006076,0.574287575,0.667212337,0.777049286,0.862202974,0.313875497,0.538022705,0.840108078,0.989451131,0.889519311,0.371467263,0.195166517,0.489392537,0.741641452,0.492569071,0.483180863,0.838230421,0.361403779,0.859794675,0.406804801,0.328233106,0.453989911,0.762446959,0.126002028,0.196419216,0.951444826,0.175491627,0.567727318,0.579314467,0.489624462,0.644745249,0.229826726,0.552662268,0.372173255,0.66166726,M,99.19266183,0.41077709,13.78648185,1
0.141223543,0.570877417,0.185270355,0.278643063,0.2187098,0.18283778,0.825710952,0.285707568,0.927123782,0.969926525,0.57126047,0.143001123,0.374548243,0.797732263,0.367390729,0.087017218,0.556784911,0.845120851,0.795926387,0.17512314,0.672764614,0.220504263,0.218207535,0.874071773,0.249668953,0.263247347,0.000653391,0.870669034,0.792594813,0.627328935,0.750265764,0.152048567,0.458323595,0.351219387,0.093776526,0.486130485,0.92073965,0.040059119,0.291460913,0.207540936,0.238146654,0.908434552,0.468069054,0.466299413,0.760575642,0.154492204,0.487265354,0.429985214,0.596910691,0.999557703,0.769448894,0.397865703,0.827553052,0.170708363,0.030463686,0.204448372,0.340411556,0.510580757,0.615129141,0.910605717,M,34.53966621,0.876847998,39.8274277,1
0.50985401,0.501275645,0.05024301,0.034911553,0.551159962,0.438178613,0.839180395,0.160679585,0.024971662,0.449038768,0.237478557,0.049614373,0.724598287,0.111593,0.6083195,0.28104975,0.17349605,0.379751523,0.801445776,0.392093577,0.750769649,0.125486297,0.77277142,0.236933325,0.67739313,0.565781555,0.929144717,0.387322518,0.066165189,0.019155486,0.826858561,0.524735638,0.775244052,0.2344256,0.345083746,0.030103872,0.961492325,0.667867907,0.933205088,0.265496407,0.611463611,0.678499968,0.3175497,0.848109235,0.947161463,0.884855118,0.739066976,0.27746468,0.281616042,0.96336032,0.010284496,0.716049973,0.706246163,0.622689541,0.990108846,0.311879436,0.339971864,0.078939403,0.442798137,0.261048526,R,41.10407806,0.52751452,14.41087915,0
0.343386702,0.83457179,0.935484514,0.185733072,0.372508932,0.928630562,0.061808461,0.092360528,0.162790989,0.595212834,0.150472271,0.968076381,0.446714527,0.50151796,0.246658616,0.470960252,0.661913633,0.751177137,0.753868083,0.577891113,0.904359775,0.817407847,0.757048115,0.055605522,0.006877962,0.212447277,0.663523594,0.411197489,0.402406259,0.884586888,0.895562848,0.909175264,0.313878077,0.691055813,0.271633181,0.190609833,0.184632457,0.342107621,0.42995762,0.830949171,0.119891093,0.734925847,0.531454914,0.287945343,0.492819585,0.29994207,0.596081955,0.433843923,0.164405529,0.116583075,0.546695682,0.902413033,0.343957687,0.733000107,0.658661355,0.931554914,0.820981017,0.566605259,0.657030498,0.898386467,M,16.56200594,0.334215293,9.716317694,1
0.399518785,0.326794706,0.010811084,0.826551074,0.8009807,0.104454518,0.576857381,0.463981698,0.118709096,0.980568227,0.214695887,0.06723418,0.59484738,0.738866677,0.032443446,0.658717639,0.532291876,0.103265009,0.172523877,0.567974297,0.296357614,0.938315729,0.818740229,0.983567207,0.259670839,0.969723633,0.43123387,0.347518795,0.050349527,0.052765258,0.692011256,0.457928994,0.226521626,0.613970306,0.252858118,0.577631754,0.359208747,0.823552227,0.820696161,0.477350398,0.350819109,0.362559797,0.805714526,0.328179483,0.209059374,0.084688342,0.466693121,0.482132099,0.84090871,0.221238696,0.380991274,0.808405739,0.823623611,0.384611076,0.459124023,0.303285891,0.932554878,0.118643766,0.933749423,0.683866452,R,20.40730584,0.207888354,48.69677871,0
0.531572153,0.032659061,0.475596192,0.407748105,0.161218812,0.656409604,0.971150907,0.562188811,0.714753276,0.068450453,0.417666996,0.116358485,0.612795836,0.938482158,0.661777732,0.076803048,0.354666205,0.550663379,0.403207756,0.83364401,0.814671005,0.61183102,0.373457945,0.255336374,0.105874318,0.354897683,0.413172517,0.675822925,0.658159824,0.07010814,0.395259315,0.181778867,0.156812705,0.82730215,0.041915217,0.419182876,0.168203656,0.879330216,0.557040513,0.231380636,0.502427287,0.73148636,0.958118009,0.220446004,0.886181772,0.934304114,0.916420545,0.635414357,0.629820654,0.403210633,0.752397882,0.531294018,0.677438071,0.428457904,0.731496464,0.824471518,0.146436257,0.832929716,0.540296532,0.844665909,R,69.33950026,0.800324859,18.08226639,0
0.431301706,0.379040485,0.915060733,0.251169268,0.844212325,0.484020573,0.514095443,0.308468281,0.573042201,0.325211196,0.039269414,0.271998605,0.006379043,0.978354787,0.96574721,0.395155297,0.728370854,0.345806098,0.671093157,0.805430043,0.946756245,0.400212276,0.783297983,0.265928451,0.990332304,0.025769599,0.603528807,0.659505982,0.688045557,0.120387579,0.938529783,0.181183279,0.622753403,0.222676079,0.307216417,0.546458542,0.417193419,0.160225601,0.170936402,0.418144788,0.757282978,0.897964647,0.084127662,0.393103908,0.100245564,0.016592481,0.661718683,0.602449442,0.163019114,0.233812833,0.023707754,0.834947206,0.974690596,0.135459537,0.231475214,0.868409524,0.926463798,0.419627383,0.050622472,0.039391834,R,91.70455902,0.624518015,30.06881057,0
0.573949866,0.392895109,0.028652428,0.583252392,0.011302537,0.787371958,0.306432823,0.040258003,0.588352221,0.397684414,0.973800413,0.544198663,0.275239181,0.709438865,0.271492003,0.904243291,0.374721971,0.549868563,0.050573104,0.426121238,0.83236354,0.805648805,0.224318559,0.226079071,0.817305312,0.93039842,0.095360921,0.450058639,0.337454279,0.870688455,0.083524915,0.211125943,0.752468338,0.051293849,0.492535381,0.442107035,0.334401179,0.394572315,0.529940587,0.161367358,0.571995878,0.805432329,0.76016093,0.153899905,0.14924947,0.268174368,0.361074726,0.408455581,0.679697217,0.056680432,0.034672704,0.391910563,0.697163692,0.193435343,0.641504481,0.259828138,0.886086109,0.895689944,0.297287204,0.229993754,R,39.46049517,0.46806546,30.49907464,0
0.411303972,0.240531585,0.672383843,0.826064685,0.673092131,0.824350447,0.396992162,0.156316971,0.737950947,0.360474505,0.671270825,0.270643942,0.081229635,0.992581795,0.156201508,0.988420994,0.977279933,0.793818104,0.659422962,0.57780705,0.866101545,0.289439522,0.467681212,0.619389969,0.411190476,0.427486454,0.330284668,0.564231817,0.850574528,0.201528378,0.934433039,0.689087654,0.823273213,0.556190693,0.779516701,0.016200397,0.818380425,0.040138859,0.889913376,0.991962747,0.294067462,0.210318556,0.765363364,0.253026341,0.865562383,0.102842592,0.125955196,0.979151555,0.673838898,0.846887224,0.324329377,0.67648375,0.594241827,0.60315012,0.68253246,0.575359173,0.429062369,0.275922694,0.768581331,0.22627243,R,17.98444468,0.217484354,28.02367411,0
0.692354306,0.233332823,0.62533017,0.747078267,0.218713889,0.059943301,0.130973743,0.605996967,0.849446406,0.044996821,0.734151259,0.341318646,0.47852837,0.92885955,0.331971505,0.465336934,0.013682415,0.08159872,0.258591591,0.027852241,0.631375326,0.426398357,0.548145203,0.174647186,0.295932029,0.663824475,0.965302724,0.050416774,0.890384321,0.576881201,0.563919567,0.500278535,0.069394086,0.089876852,0.600912006,0.340958571,0.917268067,0.406590537,0.143281459,0.714718834,0.293353421,0.525470307,0.697832786,0.900264111,0.792191195,0.676361068,0.679633182,0.945924644,0.295824097,0.001112094,0.271954559,0.21789138,0.661834585,0.6337116,0.593461383,0.016243443,0.728778054,0.323530412,0.665055989,0.556578429,R,28.50994994,0.334246374,45.73478718,0
